Episode,Q-table
397,"[[[-16.87315485 -13.62773895 -16.86656327 -12.12190809]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.38280296 -15.97213044 -10.14855287]
  [-10.88795025  -2.60721156 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.33057838]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.52752489  -3.02927547   0.744748  ]
  [  0.56458628  13.06094966  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.77045001]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
398,"[[[-16.87315485 -13.62773895 -16.86656327 -12.12308525]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.4194639  -15.97213044 -10.14855287]
  [-10.88795025  -2.65469312 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.28706108]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.49257155  -3.02927547   0.744748  ]
  [  0.56458628  13.02513927  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.76738251]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
399,"[[[-16.87315485 -13.62773895 -16.86656327 -12.12940653]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.45632803 -15.97213044 -10.14855287]
  [-10.88795025  -2.69993511 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.24631968]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.4602059   -3.02927547   0.744748  ]
  [  0.56458628  12.99448188  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.76477513]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
400,"[[[-16.87315485 -13.62773895 -16.8200298  -12.13995513]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.49302874 -15.97213044 -10.14855287]
  [-10.88795025  -2.74290176 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.20830397]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.43042252  -3.02927547   0.744748  ]
  [  0.56458628  12.96823733  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.76255886]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
401,"[[[-16.87315485 -13.62773895 -16.8200298  -12.15253296]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.52632243 -15.97213044 -10.14855287]
  [-10.88795025  -2.77739545 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.1528331 ]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.40316172  -3.0291307    0.744748  ]
  [  0.56458628  12.94577155  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.76067503]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
402,"[[[-16.87315485 -13.62773895 -16.8200298  -12.16934345]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.56251081 -15.97213044 -10.14855287]
  [-10.88795025  -2.81814892 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.12306152]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.37832559  -3.0291307    0.744748  ]
  [  0.56458628  12.92654141  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.75907378]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
403,"[[[-16.87315485 -13.62773895 -16.8200298  -12.18833079]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.59773412 -15.97213044 -10.14855287]
  [-10.88795025  -2.8560725  -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.09530954]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.35579054  -3.0291307    0.744748  ]
  [  0.56458628  12.91008171  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.75771271]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
404,"[[[-16.87315485 -13.62773895 -16.8200298  -12.20894342]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.6318081  -15.97213044 -10.14855287]
  [-10.88795025  -2.89132254 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.0695358 ]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.33541694  -3.0291307    0.744748  ]
  [  0.56458628  12.89599398  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.7565558 ]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
405,"[[[-16.87315485 -13.62773895 -16.8200298  -12.23070793]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.66459412 -15.97213044 -10.14855287]
  [-10.88795025  -2.92404628 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.04568112]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.31705646  -3.0291307    0.744748  ]
  [  0.56458628  12.88393699  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.75557243]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
406,"[[[-16.87315485 -13.62773895 -16.8200298  -12.29555736]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.79890756 -15.97213044 -10.14855287]
  [-11.10593102  -2.95438383 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.02367259]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.30055772  -3.0291307    0.744748  ]
  [  0.56458628  12.87361847  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.75473657]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
407,"[[[-16.87315485 -13.62773895 -16.8200298  -12.3194576 ]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.81341181 -15.97213044 -10.14855287]
  [-11.10593102  -2.98246949 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.00342716]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.28577031  -3.0291307    0.744748  ]
  [  0.56458628  12.86478818  -0.61988088   8.93781472]
  [  4.44394153   5.54375386   2.85803329  18.75402608]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
408,"[[[-16.87315485 -13.62773895 -16.8200298  -12.32969505]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.80234844 -15.97213044 -10.14855287]
  [-11.10593102  -2.95288317 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.1018009 ]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.51875041  -3.0291307    0.744748  ]
  [  0.56458628  13.37555309  -0.61988088   8.93781472]
  [  4.44394153   6.63435264   2.85803329  18.75342217]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
409,"[[[-16.87315485 -13.62773895 -16.8200298  -12.34392862]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.80624986 -15.97213044 -10.14855287]
  [-11.10593102  -2.96018388 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.10234867]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.50695245  -3.0291307    0.744748  ]
  [  0.56458628  13.29133896  -0.61988088   8.93781472]
  [  4.44394153   6.63435264   2.85803329  18.75290885]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
410,"[[[-16.87315485 -13.62773895 -16.8200298  -12.35693983]
  [-12.36723185 -12.07947841 -11.96628447  -7.88873418]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.81090229 -15.97213044 -10.14855287]
  [-11.10593102  -2.96810746 -12.11682035  -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.09911529]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.49090655  -3.0291307    0.744748  ]
  [  0.56458628  13.21972037  -0.61988088   8.93781472]
  [  4.44394153   6.63435264   2.85803329  18.75247252]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
411,"[[[-16.87315485 -13.62773895 -16.8200298  -12.37918593]
  [-12.36723185 -12.07947841 -11.96628447  -7.88249436]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.83770964 -15.97213044 -10.14855287]
  [-11.10593102  -2.9767706  -12.170478    -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.0927928 ]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.47214995  -3.0291307    0.744748  ]
  [  0.56458628  13.15881348  -0.61988088   8.93781472]
  [  4.44394153   6.63435264   2.85803329  18.75210164]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
412,"[[[-16.87315485 -13.62773895 -16.8200298  -12.39061286]
  [-12.36723185 -12.07947841 -11.96628447  -7.88249436]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.84072268 -15.97213044 -10.14855287]
  [-11.10593102  -2.9862015  -12.170478    -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.08401499]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.45185467  -3.0291307    0.744748  ]
  [  0.56458628  13.1070162   -0.61988088   8.93781472]
  [  4.44394153   6.63435264   2.85803329  18.75178639]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
413,"[[[-16.87315485 -13.62773895 -16.8200298  -12.4013441 ]
  [-12.36723185 -12.07947841 -11.96628447  -7.88249436]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.84497572 -15.97213044 -10.14855287]
  [-11.10593102  -2.99636513 -12.170478    -4.48775663]
  [ -7.49109766   0.41120946  -8.21787399   2.07334973]
  [ -2.76436141  -2.64158408  -2.93470516   7.11973921]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.43090246  -3.0291307    0.744748  ]
  [  0.56458628  13.06296605  -0.61988088   8.93781472]
  [  4.44394153   6.63435264   2.85803329  18.75151844]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
414,"[[[-16.87315485 -13.62773895 -16.8200298  -12.38726019]
  [-12.36723185 -12.07947841 -11.96628447  -7.88249436]
  [ -9.23519896  -7.49569534  -7.55306792  -3.42725364]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.18448517  -7.79909921 -15.97213044 -10.14855287]
  [-11.10593102  -2.89928685 -12.170478    -4.48775663]
  [ -7.49109766   0.62630667  -8.21787399   2.07334973]
  [ -2.76436141  -2.64158408  -2.93470516   7.14545668]
  [ -1.4280135   -1.42589392  -1.42293456   9.67945365]]

 [[ -8.42010966  -4.3724109   -7.88207798  -8.24378934]
  [ -6.46149803   2.2028406   -5.45776231  -5.98306244]
  [ -3.57297933   7.43090246  -3.0291307    0.744748  ]
  [  0.56458628  13.02550433  -0.61988088   8.93781472]
  [  4.44394153   6.63435264   2.85803329  18.75129067]]

 [[ -5.46684121  -5.35371644  -5.88492376  -5.23037379]
  [ -5.60754724  -3.94168943  -2.92929075  -2.33669272]
  [ -2.50644467  -0.4437831   -2.56240818   7.47382847]
  [ -1.9690559   18.04511079  -1.42856838  -1.42068971]
  [  8.03267579  12.48574759  11.75015071  25.        ]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    2.92656637  -2.7710197   -2.77553853]
  [ -1.48356698  16.03058146  -1.39363858  -0.9755169 ]
  [ -1.1268692   23.86001379  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
