Episode,Q-table
11,"[[[-10.98821107 -10.83940634 -11.01519656 -10.85894061]
  [ -7.61199669  -8.61688351  -7.71921043  -7.70470595]
  [ -6.04536064  -4.9499524   -5.57687     -6.31199524]
  [ -3.04335923  -3.65971321  -2.60772787  -3.26675643]
  [ -2.64681598  -1.41670434  -2.73268721  -1.99514646]]

 [[ -8.1560658   -8.22668753  -7.56871125  -7.81404649]
  [ -5.76885472  -6.64749325  -7.00864347  -6.0180022 ]
  [ -4.44085993  -4.82646263  -4.56599629  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.47217626]
  [ -1.4280135   -1.42589392  -1.42293456  -1.12602997]]

 [[ -5.9251209   -5.34256625  -6.33339045  -5.00690274]
  [ -4.53985084  -3.54973746  -5.45776231  -3.88717084]
  [ -2.85602469  -2.18474062  -2.91101095  -2.32372016]
  [ -1.43909965   1.61868566  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035    8.64121439]]

 [[ -2.90208109  -4.05346966  -3.0012183   -3.57714858]
  [ -2.86777405  -3.73873356  -2.92929075  -2.67989929]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   0.           0.          18.18773687]]

 [[ -1.4283499   -2.13503024  -2.86457801  -2.83791257]
  [ -1.4284662   -1.35960945  -2.7710197   -2.77553853]
  [ -1.42852145   2.71662027  -1.39363858  -0.9755169 ]
  [ -1.1268692    9.646875    -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
12,"[[[-12.18492304 -12.41433071 -13.06926362 -11.88939287]
  [ -9.25706105  -8.61688351  -7.71921043  -8.77999581]
  [ -6.04536064  -4.9499524   -5.57687     -6.31199524]
  [ -3.04335923  -3.65971321  -2.60772787  -3.26675643]
  [ -2.64681598  -1.41670434  -2.73268721  -1.99514646]]

 [[ -8.1560658   -8.22668753  -9.31766282  -8.63311167]
  [ -7.15608409  -6.64749325  -7.00864347  -6.0180022 ]
  [ -4.44085993  -4.82646263  -4.56599629  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.47217626]
  [ -1.4280135   -1.42589392  -1.42293456  -1.12602997]]

 [[ -6.98713737  -6.39771786  -6.33339045  -6.86825723]
  [ -5.95766077  -4.81436686  -5.45776231  -3.88717084]
  [ -4.40500254  -2.18474062  -2.91101095  -2.32372016]
  [ -1.43909965   1.61868566  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035    8.64121439]]

 [[ -4.37242222  -4.05346966  -4.56354826  -4.43624293]
  [ -2.86777405  -3.73873356  -2.92929075  -2.67989929]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   0.           0.          18.18773687]]

 [[ -2.35914311  -2.53820043  -2.86457801  -2.83791257]
  [ -1.4284662   -0.89577866  -2.7710197   -2.77553853]
  [ -1.42852145   4.02771708  -1.39363858  -0.9755169 ]
  [ -1.1268692   11.94984375  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
13,"[[[-12.18492304 -12.41433071 -13.06926362 -12.50564537]
  [ -9.25706105  -8.61688351  -7.71921043  -8.77999581]
  [ -6.04536064  -4.9499524   -5.57687     -6.31199524]
  [ -3.04335923  -3.65971321  -2.60772787  -3.26675643]
  [ -2.64681598  -1.41670434  -2.73268721  -1.99514646]]

 [[ -9.18221749  -8.9368395   -9.31766282  -8.63311167]
  [ -7.15608409  -6.64749325  -7.00864347  -6.72661227]
  [ -4.44085993  -4.82646263  -4.56599629  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.47217626]
  [ -1.4280135   -1.42589392  -1.42293456  -1.12602997]]

 [[ -6.98713737  -6.39771786  -6.33339045  -6.86825723]
  [ -5.95766077  -4.81436686  -5.45776231  -4.53430464]
  [ -4.40500254  -2.18474062  -2.91101095  -2.32372016]
  [ -1.43909965   1.61868566  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035    8.64121439]]

 [[ -4.37242222  -4.05346966  -4.56354826  -4.43624293]
  [ -2.86777405  -3.73873356  -2.92929075  -2.88689672]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   0.           0.          18.18773687]]

 [[ -2.35914311  -2.53820043  -2.86457801  -2.83791257]
  [ -1.4284662   -0.33016574  -2.7710197   -2.77553853]
  [ -1.42852145   5.30623588  -1.39363858  -0.9755169 ]
  [ -1.1268692   13.90736719  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
14,"[[[-13.0903282  -12.93389298 -13.06926362 -12.50564537]
  [ -9.25706105  -8.61688351  -8.8386302   -9.67960391]
  [ -6.04536064  -4.9499524   -5.57687     -6.31199524]
  [ -3.04335923  -3.65971321  -2.60772787  -3.26675643]
  [ -2.64681598  -1.41670434  -2.73268721  -1.99514646]]

 [[ -9.18221749  -8.9368395   -9.31766282  -8.63311167]
  [ -7.15608409  -7.74083994  -7.00864347  -7.66844867]
  [ -5.93064548  -4.82646263  -4.56599629  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.47217626]
  [ -1.4280135   -1.42589392  -1.42293456  -1.12602997]]

 [[ -6.98713737  -6.39771786  -6.33339045  -6.86825723]
  [ -5.95766077  -4.81436686  -5.45776231  -5.70207271]
  [ -4.40500254  -2.18474062  -2.91101095  -2.32372016]
  [ -1.43909965   1.61868566  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035    8.64121439]]

 [[ -5.46684121  -5.2189683   -4.56354826  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.88689672]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   0.           0.          18.18773687]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.30794963  -2.7710197   -2.77553853]
  [ -1.42852145   6.53245041  -1.39363858  -0.9755169 ]
  [ -1.1268692   15.57126211  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
15,"[[[-13.0903282  -12.93389298 -13.06926362 -13.12927176]
  [ -9.25706105  -9.2908708   -8.8386302   -9.67960391]
  [ -6.04536064  -6.58824437  -6.55208057  -6.31199524]
  [ -4.59478434  -3.65971321  -4.07509683  -3.78525513]
  [ -2.64681598  -1.41670434  -2.73268721  -1.99514646]]

 [[ -9.18221749  -9.9372531   -9.31766282  -9.72627963]
  [ -7.15608409  -7.74083994  -8.25539681  -7.66844867]
  [ -5.93064548  -4.82646263  -4.56599629  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.27475951]
  [ -1.4280135   -1.42589392  -1.42293456  -1.12602997]]

 [[ -6.98713737  -6.39771786  -7.88207798  -6.86825723]
  [ -5.95766077  -4.81436686  -5.45776231  -5.70207271]
  [ -4.40500254  -2.18474062  -2.91101095  -2.32372016]
  [ -1.43909965   2.34695431  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035    9.67215848]]

 [[ -5.46684121  -5.2189683   -4.56354826  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.88689672]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   0.           0.          19.20957634]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.30794963  -2.7710197   -2.77553853]
  [ -1.42852145   6.53245041  -1.39363858  -0.9755169 ]
  [ -1.1268692   15.57126211  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
16,"[[[-14.10040728 -14.21390253 -14.20103171 -13.88349605]
  [-11.0184618  -10.28686061 -10.35900583 -10.60599982]
  [ -7.68358493  -6.58824437  -6.55208057  -6.31199524]
  [ -4.59478434  -3.65971321  -4.07509683  -3.78525513]
  [ -2.64681598  -1.41670434  -2.73268721  -1.99514646]]

 [[-10.58253131  -9.9372531  -10.83172694 -10.18663621]
  [ -8.4373357   -7.74083994  -8.25539681  -7.66844867]
  [ -5.93064548  -4.82646263  -4.56599629  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.27475951]
  [ -1.4280135   -1.42589392  -1.42293456  -1.12602997]]

 [[ -6.98713737  -6.94008362  -7.88207798  -6.86825723]
  [ -5.95766077  -4.95326403  -5.45776231  -5.70207271]
  [ -4.40500254  -1.76311253  -2.91101095  -2.32372016]
  [ -1.43909965   3.41953538  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   11.34866719]]

 [[ -5.46684121  -5.2189683   -4.56354826  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.88689672]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   2.39993231   0.          20.07813989]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.30794963  -2.7710197   -2.77553853]
  [ -1.42852145   6.53245041  -1.39363858  -0.9755169 ]
  [ -1.1268692   15.57126211  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
17,"[[[-14.10040728 -14.21390253 -14.20103171 -14.21355257]
  [-11.0184618  -10.28686061 -10.35900583 -10.60599982]
  [ -7.68358493  -6.58824437  -6.55208057  -6.31199524]
  [ -4.59478434  -3.65971321  -4.07509683  -3.78525513]
  [ -2.64681598  -1.41670434  -2.73268721  -1.99514646]]

 [[-10.58253131 -10.45624754 -10.83172694 -10.18663621]
  [ -8.4373357   -7.74083994  -8.25539681  -8.01966649]
  [ -5.93064548  -4.82646263  -4.56599629  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.27475951]
  [ -1.4280135   -1.42589392  -1.42293456  -1.12602997]]

 [[ -6.98713737  -6.94008362  -7.88207798  -6.86825723]
  [ -5.95766077  -5.04935876  -5.45776231  -5.70207271]
  [ -4.40500254  -1.42172473  -2.91101095  -2.32372016]
  [ -1.43909965   4.13456091  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   12.10818458]]

 [[ -5.46684121  -5.2189683   -4.56354826  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.88689672]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   2.39993231   0.          20.81641891]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.30794963  -2.7710197   -2.77553853]
  [ -1.42852145   6.53245041  -1.39363858  -0.9755169 ]
  [ -1.1268692   15.57126211  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
18,"[[[-15.13831148 -14.21390253 -15.02978384 -14.60357334]
  [-11.0184618  -10.28686061 -10.35900583 -10.60599982]
  [ -7.68358493  -6.58824437  -6.55208057  -6.31199524]
  [ -4.59478434  -3.65971321  -4.07509683  -3.78525513]
  [ -2.64681598  -1.41670434  -2.73268721  -1.99514646]]

 [[-10.58253131 -10.45624754 -10.83172694 -10.86128463]
  [ -8.4373357   -7.74083994  -8.25539681  -8.01966649]
  [ -5.93064548  -4.82646263  -4.56599629  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.27475951]
  [ -1.4280135   -1.42589392  -1.42293456  -1.12602997]]

 [[ -6.98713737  -7.50207482  -7.88207798  -7.86597764]
  [ -5.95766077  -5.04935876  -5.45776231  -5.98306244]
  [ -4.40500254  -1.42172473  -2.91101095  -2.32372016]
  [ -1.43909965   4.13456091  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   12.10818458]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   2.39993231   0.          20.81641891]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
19,"[[[-15.13831148 -14.60864739 -15.02978384 -14.60357334]
  [-11.0184618  -10.94149768 -10.35900583 -10.60599982]
  [ -7.68358493  -7.22009269  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.78525513]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-10.58253131 -10.45624754 -10.83172694 -10.86128463]
  [ -8.4373357   -7.74083994  -8.25539681  -8.01966649]
  [ -5.93064548  -4.82646263  -6.04023732  -4.622386  ]
  [ -2.75754506  -2.64158408  -2.93470516  -2.27475951]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -6.98713737  -7.50207482  -7.88207798  -7.86597764]
  [ -5.95766077  -5.04935876  -5.45776231  -5.98306244]
  [ -4.40500254  -1.42172473  -2.91101095  -2.32372016]
  [ -1.43909965   4.13456091  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   12.80637674]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   2.39993231   0.          21.44395607]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
20,"[[[-15.13831148 -14.60864739 -15.02978384 -14.850898  ]
  [-11.0184618  -10.94149768 -10.35900583 -10.60599982]
  [ -7.68358493  -7.22009269  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.78525513]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-10.58253131 -10.87276414 -10.83172694 -10.86128463]
  [ -8.4373357   -8.01849055  -8.25539681  -8.01966649]
  [ -5.93064548  -4.82646263  -6.04023732  -4.68572622]
  [ -2.75754506  -2.64158408  -2.93470516  -2.27475951]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -6.98713737  -7.50207482  -7.88207798  -7.86597764]
  [ -5.95766077  -5.04935876  -5.45776231  -5.98306244]
  [ -4.40500254  -1.00930862  -2.91101095  -2.32372016]
  [ -1.43909965   4.89241875  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   13.4445521 ]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   2.39993231   0.          21.97736266]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
21,"[[[-15.13831148 -15.05131421 -15.02978384 -14.850898  ]
  [-11.0184618  -10.94149768 -11.21754391 -10.9980643 ]
  [ -7.68358493  -7.22009269  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.78525513]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-10.58253131 -10.87276414 -10.83172694 -10.86128463]
  [ -8.4373357   -8.01849055  -8.25539681  -8.20983397]
  [ -5.93064548  -4.82646263  -6.04023732  -4.68572622]
  [ -2.75754506  -2.64158408  -2.93470516  -2.27475951]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -6.98713737  -7.50207482  -7.88207798  -7.86597764]
  [ -5.95766077  -4.8884826   -5.45776231  -5.98306244]
  [ -4.40500254  -0.38341637  -2.91101095  -2.32372016]
  [ -1.43909965   6.00257936  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   14.8722884 ]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   4.63707956   0.          22.43075826]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
22,"[[[-15.13831148 -15.23034166 -15.7520985  -15.56309909]
  [-11.0184618  -11.2100475  -11.21754391 -10.9980643 ]
  [ -7.68358493  -7.49569534  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.01795252 -10.87276414 -12.44181156 -10.86128463]
  [ -8.4373357   -8.01849055  -8.25539681  -8.20983397]
  [ -5.93064548  -4.82646263  -6.04023732  -4.68572622]
  [ -2.75754506  -2.64158408  -2.93470516  -1.51551005]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -6.98713737  -7.50207482  -7.88207798  -7.86597764]
  [ -5.95766077  -4.8884826   -5.45776231  -5.98306244]
  [ -4.40500254  -0.38341637  -2.91101095  -2.32372016]
  [ -1.43909965   6.66082773  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   15.27088667]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   4.63707956   0.          22.81614452]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
23,"[[[-15.8602116  -15.41020997 -15.7520985  -15.56309909]
  [-11.0184618  -11.2100475  -11.21754391 -11.30794936]
  [ -7.68358493  -7.49569534  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.01795252 -10.87276414 -12.44181156 -10.86128463]
  [ -8.4373357   -8.15945856  -8.25539681  -8.20983397]
  [ -5.93064548  -4.82646263  -6.04023732  -4.52999064]
  [ -2.75754506  -2.64158408  -2.93470516  -1.51551005]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -6.98713737  -7.50207482  -7.88207798  -7.86597764]
  [ -5.95766077  -4.8884826   -5.45776231  -5.98306244]
  [ -4.40500254   0.15871726  -2.91101095  -2.32372016]
  [ -1.43909965   7.26178188  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   15.63715397]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   4.63707956   0.          23.14372284]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
24,"[[[-15.8602116  -16.05947506 -15.7520985  -15.67753908]
  [-12.36723185 -11.2100475  -11.21754391 -11.30794936]
  [ -7.68358493  -7.49569534  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.01795252 -11.19102055 -12.44181156 -10.86128463]
  [ -8.4373357   -8.23619159  -8.25539681  -8.20983397]
  [ -5.93064548  -4.82646263  -6.04023732  -4.33026042]
  [ -2.75754506  -2.64158408  -2.93470516  -1.51551005]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -6.98713737  -7.50207482  -7.88207798  -7.86597764]
  [ -5.95766077  -4.8884826   -5.45776231  -5.98306244]
  [ -4.40500254   0.68001077  -2.91101095  -2.32372016]
  [ -1.43909965   7.80977594  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   15.97182112]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   0.11866555  -1.42856838  -1.42068971]
  [ -1.34308841   4.63707956   0.          23.42216442]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
25,"[[[-15.8602116  -16.05947506 -15.7520985  -15.85336309]
  [-12.36723185 -11.2100475  -11.21754391 -11.30794936]
  [ -7.68358493  -7.49569534  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.01795252 -11.19102055 -12.44181156 -11.3449095 ]
  [ -8.4373357   -8.23619159  -8.25539681  -8.20983397]
  [ -5.93064548  -4.82646263  -6.04023732  -4.33026042]
  [ -2.75754506  -2.64158408  -2.93470516  -1.51551005]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -7.76008576  -7.66071044  -7.88207798  -7.86597764]
  [ -5.95766077  -4.54603645  -5.45776231  -5.98306244]
  [ -4.40500254   1.23216283  -2.91101095  -2.32372016]
  [ -1.43909965   8.42295615  -1.42854303  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   16.51637289]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   2.80094493  -1.42856838  -1.42068971]
  [ -0.6006326    4.63707956   0.          23.65883975]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
26,"[[[-15.8602116  -16.05947506 -16.43227592 -15.95508554]
  [-12.36723185 -11.2100475  -11.21754391 -11.30794936]
  [ -7.68358493  -7.49569534  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.01795252 -11.47524474 -12.44181156 -11.3449095 ]
  [ -8.4373357   -8.23619159  -8.25539681  -8.3003096 ]
  [ -5.93064548  -4.82646263  -6.04023732  -4.33026042]
  [ -2.75754506  -2.64158408  -2.93470516  -0.62231181]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -7.76008576  -7.66071044  -7.88207798  -7.86597764]
  [ -5.95766077  -4.38633232  -5.45776231  -5.98306244]
  [ -4.40500254   1.34209011  -2.91101095  -2.32372016]
  [ -1.43909965   8.87685191  -1.75595259  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   16.75585929]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   2.80094493  -1.42856838  -1.42068971]
  [ -0.6006326    4.63707956   0.          23.86001379]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
27,"[[[-16.51706271 -16.05947506 -16.43227592 -16.00940701]
  [-12.36723185 -11.2100475  -11.21754391 -11.30794936]
  [ -7.68358493  -7.49569534  -7.55306792  -7.46611491]
  [ -4.59478434  -4.3935571   -4.07509683  -3.93097659]
  [ -2.64681598  -2.11337908  -2.73268721  -1.90525178]]

 [[-12.01795252 -11.47524474 -12.44181156 -11.51529832]
  [ -8.4373357   -8.23619159  -8.25539681  -8.3003096 ]
  [ -5.93064548  -4.82646263  -6.04023732  -4.33026042]
  [ -2.75754506  -2.64158408  -2.93470516  -0.62231181]
  [ -1.4280135   -1.42589392  -1.42293456   0.34993211]]

 [[ -7.76008576  -7.72486626  -7.88207798  -7.86597764]
  [ -5.95766077  -4.04572185  -5.45776231  -5.98306244]
  [ -4.40500254   1.85032755  -2.91101095  -2.32372016]
  [ -1.43909965   9.28653519  -1.75595259  -1.4432383 ]
  [ -1.42855794  -1.19545666  -0.9378035   16.97375638]]

 [[ -5.46684121  -5.2189683   -5.88492376  -5.23037379]
  [ -5.60754724  -3.73873356  -2.92929075  -2.8340922 ]
  [ -1.47786176  -2.62646172  -2.56240818  -2.49256542]
  [ -2.66801724   2.80094493  -1.42856838  -1.42068971]
  [ -0.6006326    4.63707956   0.          24.03101172]]

 [[ -3.14522607  -2.65141418  -2.86457801  -2.83791257]
  [ -1.4284662    0.99402793  -2.7710197   -2.77553853]
  [ -1.42852145   7.69328528  -1.39363858  -0.9755169 ]
  [ -1.1268692   16.98557279  -1.42421978   0.        ]
  [  0.           0.           0.           0.        ]]]"
