Episode,Action Sequence,Total Reward,Steps Taken,Q-Table
373,"[np.int64(1), np.int64(1), 3, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.22306926e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.38331352e+01  6.21827165e+00  1.08873852e+01]
  [ 5.04395269e+00  1.19291527e+00  8.19704975e+00  1.54877533e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  5.95139353e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.72894590e+01]
  [ 1.33408159e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.91487107e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.65945967e+01]
  [ 1.11847674e+01  9.75969147e+00  1.55921785e+01  2.07308744e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05762249e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.27635874e+01  1.44179478e+01  1.34282319e+01]
  [ 1.67705138e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
374,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.22042405e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.38056196e+01  6.21827165e+00  1.08873852e+01]
  [ 5.04395269e+00  1.19291527e+00  8.19704975e+00  1.54676476e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  5.95139353e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.72669526e+01]
  [ 1.33408159e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.91323342e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.65945967e+01]
  [ 1.11847674e+01  9.75969147e+00  1.55921785e+01  2.08398860e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05762249e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.29834799e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
375,"[np.int64(1), np.int64(1), 1, np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.24068421e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.42602236e+01  6.21827165e+00  1.08873852e+01]
  [ 5.04395269e+00  2.18514079e+00  8.19704975e+00  1.54676476e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  6.94737086e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.72254961e+01]
  [ 1.36305424e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.90738684e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.65945967e+01]
  [ 1.11847674e+01  9.75969147e+00  1.55921785e+01  2.08224136e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05762249e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.29484579e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
376,"[np.int64(1), np.int64(1), 1, np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.25958079e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.46137187e+01  6.21827165e+00  1.08873852e+01]
  [ 5.04395269e+00  3.10806469e+00  8.19704975e+00  1.54676476e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.71849380e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.90217423e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.65945967e+01]
  [ 1.11847674e+01  9.75969147e+00  1.55921785e+01  2.08050667e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05762249e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.29186892e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
377,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.25643693e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.44568296e+01  6.21827165e+00  1.08873852e+01]
  [ 5.04395269e+00  3.10806469e+00  8.19704975e+00  1.54277085e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.71456840e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.89751917e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.65945967e+01]
  [ 1.11847674e+01  9.75969147e+00  1.55921785e+01  2.07882008e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05762249e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28933858e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
378,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.25240252e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.43183308e+01  6.21827165e+00  1.08873852e+01]
  [ 5.04395269e+00  3.10806469e+00  8.19704975e+00  1.53889236e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.71080238e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.89335656e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.65945967e+01]
  [ 1.11847674e+01  9.75969147e+00  1.55921785e+01  2.07720619e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05762249e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28718780e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
379,"[np.int64(1), np.int64(1), 0, np.int64(1), 3, np.int64(3), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",14,12,"[[[ 4.27028499e+00  1.27222151e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.45595527e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.19704975e+00  1.54258813e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.72288719e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.92262361e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.07720619e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28535963e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
380,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.26685785e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.44120988e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.19704975e+00  1.54012306e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.71954346e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.91444568e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.07555088e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28380568e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
381,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.26103982e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.42823776e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.19704975e+00  1.53747427e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.71603761e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.90732391e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.07403316e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28248483e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
382,"[np.int64(1), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",13,9,"[[[ 4.27028499e+00  1.26005942e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.42750447e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.53469749e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.71247761e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.90111756e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.07264898e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28136211e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
383,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.25387093e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.41571717e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.53184270e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  9.75450621e+00  1.70894451e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.89570555e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.07139243e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28040779e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
384,"[np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.25368226e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.41814303e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.54929690e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.54521983e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.15168374e+01  7.32113183e+00  1.02903713e+01  1.70549791e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.89098351e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.07025637e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.27959662e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
