Episode,Action Sequence,Total Reward,Steps Taken,Q-Table
951,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1)]",14,12,"[[[ 5.86055280e+00  1.18657796e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.35240927e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.50276940e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.68718541e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67966442e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.87070170e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.06977147e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.28109801e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05600765e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
952,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1)]",16,10,"[[[ 5.86055280e+00  1.18433687e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.34825618e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.50185080e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.68523359e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67966442e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86975643e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.06917683e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27982159e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
953,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.86055280e+00  1.18205597e+01  5.97350720e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.34455750e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.50085292e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.68341034e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67966442e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86874906e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.06833135e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27909835e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
954,"[0, 2, 1, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",8,10,"[[[ 5.92900304e+00  1.17977859e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.34125555e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.49982161e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.68174856e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67966442e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86780807e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.06756115e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06362787e+01  7.13325760e+00  2.98884988e+00]
  [ 1.95847116e+01  2.27848360e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
955,"[np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1)]",16,10,"[[[ 5.92900304e+00  1.17737142e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.33795177e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.49805314e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.67870771e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67966442e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86372130e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.06010216e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06351939e+01  7.13325760e+00  2.98884988e+00]
  [ 1.94371593e+01  2.27796106e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
956,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.92900304e+00  1.17508551e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.54616840e+00  1.33513424e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.49679560e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.67709631e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67966442e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86290966e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.93453676e+01]
  [ 1.64051169e+01  1.93586619e+01  1.66072822e+01  2.06048531e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06351939e+01  7.13325760e+00  2.98884988e+00]
  [ 1.94371593e+01  2.27751690e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
957,"[np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1), np.int64(1)]",11,11,"[[[ 5.92900304e+00  1.17458737e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.55686427e+00  1.33304053e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34752342e+01]
  [ 6.06367071e+00  1.49654938e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.67770030e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48279965e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67966442e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86649662e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.92333125e+01]
  [ 1.64978381e+01  1.93586619e+01  1.66072822e+01  2.06048531e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06335831e+01  7.13325760e+00  2.98884988e+00]
  [ 1.94371593e+01  2.27713936e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
958,"[np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 5.92900304e+00  1.19140590e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.55686427e+00  1.37103707e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34226028e+01]
  [ 6.89934105e+00  1.49654938e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.67770030e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48399211e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67810701e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86526818e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.92333125e+01]
  [ 1.64978381e+01  1.93586619e+01  1.66072822e+01  2.06075244e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06335831e+01  7.13325760e+00  2.98884988e+00]
  [ 1.94371593e+01  2.27681846e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
959,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.92900304e+00  1.18931726e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.55686427e+00  1.36314121e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34226028e+01]
  [ 6.89934105e+00  1.49549971e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.67635387e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48399211e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67810701e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86423217e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.92333125e+01]
  [ 1.64978381e+01  1.93586619e+01  1.66072822e+01  2.06095664e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06335831e+01  7.13325760e+00  2.98884988e+00]
  [ 1.94371593e+01  2.27654569e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
960,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.92900304e+00  1.18691453e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.55686427e+00  1.35629328e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34226028e+01]
  [ 6.89934105e+00  1.49447769e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.67513811e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48399211e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67810701e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86335688e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.92333125e+01]
  [ 1.64978381e+01  1.93586619e+01  1.66072822e+01  2.06111078e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06335831e+01  7.13325760e+00  2.98884988e+00]
  [ 1.94371593e+01  2.27631384e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
961,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 5.92900304e+00  1.18432363e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.55686427e+00  1.35034484e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.34226028e+01]
  [ 6.89934105e+00  1.49349344e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.67404384e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48399211e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67810701e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86261602e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.92333125e+01]
  [ 1.64978381e+01  1.93586619e+01  1.66072822e+01  2.06122527e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27419680e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06335831e+01  7.13325760e+00  2.98884988e+00]
  [ 1.94371593e+01  2.27611676e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.98829254e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
962,"[np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1)]",14,12,"[[[ 5.92900304e+00  1.19780535e+01  6.00109332e+00  1.06109221e+01]
  [ 9.97005883e+00  1.32187765e+01  7.55686427e+00  1.37919984e+01]
  [ 1.00829378e+01  4.17416258e+00  9.12712764e+00  1.49573545e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  9.01009405e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01  1.91139823e+00  1.33788346e+01]
  [ 7.60637089e+00  1.49349344e+01  6.85570654e+00  9.05155393e+00]
  [ 1.32339073e+01  1.32041317e+01  1.31282184e+01  1.67404384e+01]
  [ 1.49882228e+01 -8.45257130e-02  3.80879046e-01  1.25596309e+00]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  3.41872515e+00]]

 [[ 6.12008046e-01  1.48503074e+01  9.97501611e-01 -5.84719804e-01]
  [ 3.70825741e+00  1.67706952e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.46491371e+01  1.33360454e+01  1.48093675e+01  1.86315449e+01]
  [ 1.59699266e+01 -8.14287637e-01 -6.39244226e-01  5.37823085e+00]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  7.05154309e+00]]

 [[-8.85764242e-01  9.17686970e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.92333125e+01]
  [ 1.64978381e+01  1.93586619e+01  1.66072822e+01  2.06376479e+01]
  [-3.50022765e-01  1.24606068e+00  3.63797030e+00  2.27431728e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.39073672e+01]]

 [[-8.84391704e-01 -8.01233014e-01  4.43204930e+00 -9.96193977e-01]
  [ 1.82598805e+00  2.06335831e+01  7.13325760e+00  2.98884988e+00]
  [ 1.94371593e+01  2.28112028e+01  1.81768817e+01  1.64259488e+01]
  [ 2.05711170e+01  2.50000000e+01  1.99917893e+01  1.80213422e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
