Episode,Q-table
458,"[[[-17.47147154 -12.70783799 -17.18492332 -14.7083394 ]
  [-16.70031554 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.47262851 -14.58639481 -14.01605219]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.66219668 -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.77354442  -8.91622241  -6.98351082]
  [ -7.31848097   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
459,"[[[-17.47147154 -12.70783799 -17.16805173 -14.45943805]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -14.01605219]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.66219668 -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.77354442  -8.91622241  -6.98351082]
  [ -7.31848097   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
460,"[[[-17.47147154 -12.70783799 -17.16805173 -14.45943805]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -14.01605219]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.66219668 -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.77354442  -8.91622241  -6.98351082]
  [ -7.31848097   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
461,"[[[-17.47147154 -12.70783799 -17.16805173 -14.45943805]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -14.01605219]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.66219668 -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.77354442  -8.91622241  -6.98351082]
  [ -7.31848097   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
462,"[[[-17.47147154 -12.70783799 -17.16805173 -14.45943805]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -14.01605219]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.66219668 -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.77354442  -8.91622241  -6.98351082]
  [ -7.31848097   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
463,"[[[-17.47147154 -12.70783799 -17.16805173 -14.45943805]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -14.01605219]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.66219668 -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
464,"[[[-17.47147154 -12.70783799 -17.16805173 -14.45943805]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -14.01605219]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.66219668 -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
465,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
466,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
467,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
468,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   2.93434628  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80909578]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
469,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   3.56949048  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80960641]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.72721844]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
470,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   3.56949048  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80960641]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.94391692]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
471,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.71638057  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.02034846]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   3.56949048  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.80960641]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.94391692]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
472,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.35852383  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.0426651 ]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   3.56949048  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.81004045]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.94391692]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
473,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.35852383  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.0426651 ]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   3.56949048  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.81004045]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.94391692]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
474,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.35852383  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.0426651 ]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   3.56949048  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.81004045]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.94391692]
  [  5.90537337  18.75         5.29662552  10.87250235]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
475,"[[[-17.47147154 -12.70783799 -17.16805173 -14.24019583]
  [-16.75613513 -13.24053631 -13.17741951  -8.11351367]
  [-11.17626828 -10.43731992 -10.96658244  -6.90876585]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -8.41876128 -14.58639481 -13.32800739]
  [-13.71983747  -8.29910909 -12.62540665  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641   0.4331392 ]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -4.4544746  -10.9796797  -10.350234  ]
  [-10.38524728  -0.35852383  -8.05043842   1.81328125]
  [ -4.435397    -3.71159243  -5.70643658   7.0426651 ]
  [ -2.23316719  -2.51869301  -2.48129687   7.12462514]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -0.38552057  -8.91622241  -6.98351082]
  [ -7.08093891   3.56949048  -3.819987     7.171875  ]
  [ -2.93343772  -0.35413708  -1.90459211  12.81004045]
  [ -0.41492308   4.55570246  -0.856875    18.41595381]
  [ -1.17377143  -0.75        -0.856875    21.97736266]]

 [[ -5.13334054   5.02634533  -5.48895258  -5.13334054]
  [ -3.03146418  12.8125       1.58794569   5.94391692]
  [  5.90537337  18.75         5.29662552  11.163502  ]
  [ 11.15282091  25.          10.59417821  16.8230217 ]
  [  0.           0.           0.           0.        ]]]"
