Episode,Action Sequence
413,"[np.int64(1), 2, 1, np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
414,"[np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
415,"[3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
416,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, 3, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
417,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
418,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
419,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
420,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
421,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
422,"[np.int64(1), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(1), 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
423,"[np.int64(1), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
424,"[np.int64(1), 2, 2, np.int64(3), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
425,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
426,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
427,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(3), np.int64(1), 3, np.int64(1), 3, np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1)]"
428,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
429,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
430,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
431,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), 1, np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
432,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
433,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
434,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
435,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
436,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3)]"
437,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
438,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
439,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
440,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
441,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
442,"[np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
443,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1)]"
444,"[np.int64(1), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1)]"
445,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
446,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
447,"[np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
448,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
449,"[2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1)]"
450,"[np.int64(1), np.int64(3), np.int64(1), 3, 1, np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
451,"[3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
452,"[np.int64(1), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
453,"[np.int64(1), np.int64(3), 3, 1, np.int64(1), 2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
454,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(3), 2, 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, 3, np.int64(1)]"
455,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
456,"[np.int64(1), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
457,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
458,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3)]"
459,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3)]"
460,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
461,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
462,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
463,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 0, 2, np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
464,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
465,"[3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
466,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3)]"
467,"[0, 1, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
468,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
469,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
470,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1)]"
471,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1)]"
472,"[0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(3), np.int64(1)]"
473,"[np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
474,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
475,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
476,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
477,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), 3, np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
478,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), 1]"
479,"[np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
480,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1)]"
481,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
482,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
483,"[np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
484,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
485,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), np.int64(3), np.int64(1)]"
486,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1)]"
487,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
488,"[np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
489,"[1, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
490,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
491,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(3), np.int64(1)]"
492,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
493,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
494,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 0, 2, np.int64(3), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
495,"[np.int64(1), np.int64(3), 1, np.int64(3), 2, np.int64(3), 2, np.int64(3), np.int64(1), 2, np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
496,"[0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1)]"
497,"[np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1]"
498,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
499,"[np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1)]"
500,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
501,"[0, np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1)]"
502,"[2, np.int64(1), 1, np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
503,"[np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
504,"[np.int64(1), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
505,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
506,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
507,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
508,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), np.int64(1), 1, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
509,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
510,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), 1, np.int64(3), 1, np.int64(3)]"
511,"[np.int64(1), 3, 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1)]"
512,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
